id,price,neighbourhood_cleansed,room_type,bedrooms,bathrooms,accommodates,amenities,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,longitude,latitude,name,description,sentiment_score
543348375977750145,555.0,Södermalms,Private room,1.0,1.0,1,"[""Washer"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Refrigerator"", ""Wifi"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Smoke alarm"", ""Coffee maker""]",2,365,88,4.98,18.1016,59.30242,"Nice room in Hammarby Sjöstad, next to Södermalm","A nice room in the middle of lovely Hammarby Sjöstad, next to trendy, cozy Södermalm and the water. I am renting out a room in my apartment, 1 minute from the tram and bus station at Sickla Kaj and 22 min to the Central Station in Stockholm. The apartment is located 2 min walk from the water. Grocery stores, restaurants and cafes are just outside. Wonderful walking paths, a boat in to Stockholm City, bathing area, a nature reserve and a ski slope is just round the corner.",1.0
1287478750481078919,794.0,Spånga-Tensta,Entire home/apt,1.0,1.0,2,"[""Washer"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Air conditioning"", ""Free parking on premises"", ""Smoke alarm"", ""Fire extinguisher""]",1,365,0,,17.91139,59.36665,Mysig Stuga i lugnt område 4hyra,"Welcome to this charming house in the peaceful area of Spånga! With its modern kitchen and newly renovated bathrooms, this residence offers both comfort and convenience. A perfect home for those looking for a pleasant and functional living environment.  About The Residence This cozy house covers 40 square meters and consists of 1 room, making it optimal for up to two people. The home is equipped with all imaginable comforts including air conditioning, internet and complete furnishing.",
1102130276728817423,1100.0,Södermalms,Entire home/apt,1.0,1.0,2,"[""Wine glasses"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Dining table"", ""Washer \u2013\u00a0In building"", ""Kitchen"", ""Elevator"", ""Coffee"", ""Wifi"", ""Other induction stove"", ""Stainless steel single oven"", ""Smoke alarm""]",6,365,2,5.0,18.07677357379078,59.309190936869214,"Apartment, 2 rooms","A two room apartment on the 5th floor with a balcony facing the lovely inner garden! You can sleep peacefully with Södermalms bars and restaurants just outside your door. Subway and buses just around the corner. Furnished simply.<br /><br /><br />A small two at the top of the house with a king balcony facing the courtyard! Here you can sleep peacefully, with Södermalms bars and restaurants around the corner. The subway and bus are around the corner! Spartan decorated.",1.0
1062366489631996990,1000.0,Rinkeby-Tensta,Entire home/apt,1.0,1.0,3,"[""Washer"", ""TV"", ""Paid parking on premises"", ""Kitchen"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher""]",1,365,0,,17.942201376813955,59.40161172594231,Möblerad 2a i Kista centrum,Your family will be close to everythingHe <br />Furnished 2a in Kista center a stone's throw from Kista Galleriet and metro with internet at 1000 gp and El. TV. Water<br /> Floor 4/4 with elevator and equipped  with dishwasher etc.,
25569609,1950.0,Östermalms,Entire home/apt,1.0,1.5,2,"[""Washer"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Host greets you"", ""Wifi"", ""Iron"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Fire extinguisher"", ""Dryer"", ""TV"", ""Dishes and silverware"", ""Paid parking off premises"", ""Ethernet connection"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Oven"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Dishwasher"", ""Coffee maker""]",90,180,6,4.67,18.09646,59.33884,Bright apartment above the park,"With a stunning view of the green park close to Djurgården! Located in a central yet quiet neighborhood next to Karlaplan Metro station and close to Stureplan and the Royal island of Djurgården with all museums within walking distance. <br /><br />Right outside is the park and the large windows contribute to the brightness of the apartment. In the balcony, you can lay back in the chair and hear the birds singing while enjoying a tasty breakfast before the exploration of Stockholm.",1.0
36752841,1300.0,Södermalms,Entire home/apt,1.0,1.0,4,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Lake access"", ""Single level home"", ""Wifi"", ""Electrolux induction stove"", ""Electrolux refrigerator"", ""Electrolux stainless steel oven"", ""Audio Pro Addon T3 sound system with Bluetooth and aux"", ""Radiant heating"", ""Exterior security cameras on property"", ""Iron"", ""Essentials"", ""Dining table"", ""Exercise equipment: free weights, yoga mat"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Keypad"", ""Board games"", ""40 inch HDTV with Apple TV, Netflix"", ""Body soap"", ""Smoke alarm"", ""Fire extinguisher"", ""Waterfront"", ""Paid parking off premises"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Baking sheet"", ""Bed linens"", ""Toaster"", ""Standalone high chair - always at the listing"", ""Blender"", ""Drying rack for clothing"", ""Books and reading material"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Dishwasher"", ""Self check-in"", ""Shower gel""]",3,1125,178,4.62,18.07486,59.32576,"Unique Cellar Old Town Apartment, Private Entrance",Interested in Old Town? Picture yourself waking up in this modern apartment on the district's main street. Live in one of the iconic Old Town alleys from the medieval times.<br />The apartment features a monochromatic interior with a beautifully designed living room with a TV and cosy sofa corner.<br /><br />Note: This apartment has noise monitoring system,0.9911504424778761
910312801372446348,540.0,Bromma,Private room,3.0,1.0,1,"[""Washer"", ""Lake access"", ""Wifi"", ""Kitchen"", ""Keypad"", ""Smoke alarm"", ""Fire extinguisher"", ""Beach view"", ""TV"", ""Dishes and silverware"", ""BBQ grill"", ""Lock on bedroom door"", ""Bay view"", ""Outdoor dining area"", ""Dedicated workspace"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Backyard""]",1,4,9,4.89,17.990085531661805,59.34068575687659,Rum med sjöutsikt 20 min från City,Rooms for rent in a 4a located right on the water. Shared jetty is available around the corner where you can end the day with an evening swim. Quiet green area. Walking distance to small grocery store as well as sushi - restaurant. About 20 minutes into Stockholm City by public transport.<br /><br />Note: Female renters only,1.0
620838362122237480,1100.0,Södermalms,Entire home/apt,1.0,1.0,2,"[""Clothing storage: closet and dresser"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Single level home"", ""Coffee maker: espresso machine"", ""Radiant heating"", ""Electrolux with freeze compartment  refrigerator"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Coffee"", ""Keypad"", ""Fast wifi \u2013 432 Mbps"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Smoke alarm"", ""Fire extinguisher"", ""Waterfront"", ""Cleaning products"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Hot water kettle"", ""HDTV with Netflix"", ""Hot water"", ""Room-darkening shades"", ""Cooking basics"", ""Bed linens"", ""Baking sheet"", ""Extra pillows and blankets"", ""Oven"", ""Portable fans"", ""Private entrance"", ""Microwave"", ""Paid street parking off premises"", ""Self check-in"", ""Shower gel""]",1,5,184,4.94,18.07506,59.32388,"Apartment 1201 in Stockholm Old Town, Gamla Stan.","Bright and nice little apartment of 33 square meters in the wonderful Old Town. Amazing surroundings in the middle of central Stockholm and close to the dock where several archipelago boats depart for lovely summer excursions in the archipelago of Stockholm. If you prefer the city pulse, you're in the middle of it.<br />The apartment is on two stairs in this small property with no elevator.",1.0
619954356563755049,1071.0,Skarpnäcks,Entire home/apt,4.0,2.0,5,"[""Washer"", ""Wine glasses"", ""Hangers"", ""Lockbox"", ""Indoor fireplace"", ""Bathtub"", ""Wifi"", ""Pets allowed"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Conditioner"", ""Body soap"", ""Free parking on premises"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Dryer"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking off premises"", ""Heating"", ""Piano"", ""Hot water"", ""BBQ grill"", ""Shampoo"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Oven"", ""Toaster"", ""Bikes"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Private entrance"", ""Microwave"", ""Dishwasher"", ""Mosquito net"", ""Self check-in"", ""Shower gel"", ""Coffee maker""]",4,365,9,4.78,18.134559333424733,59.272002770252975,Radhus med trädgård mot skog (hundar välkomna),"In Bagarmossen you have Stockholm city half an hour away and the forest close by. Here we rent out our home, a townhouse from 1958 located on a safe dead end street in Bagarmossen and has a garden against common. In the house there is five sleeping places and two bathrooms. We think about the environment, heat the house and the water with geothermal heating and the electricity is eco-labelled. We believe in using our furniture and things for a long time. A two-wheeled drawer bike is included in the rental if needed. We have a dog and dogs are welcome in the house.",0.8
654817109436859015,900.0,Enskede-Årsta-Vantörs,Entire home/apt,2.0,1.0,3,"[""Washer"", ""Hair dryer"", ""TV"", ""Essentials"", ""Dishes and silverware"", ""High chair"", ""Kitchen"", ""Piano"", ""Bathtub"", ""Wifi"", ""Changing table"", ""Cooking basics"", ""Bed linens"", ""Crib""]",4,365,2,5.0,18.04063,59.26739,Ljus och trevlig fyra i Bandhagen,"Welcome to stay in our bright and nice apartment located in between Bandhagen and Högdalen! A quiet double bedroom and a guest room with a comfortable single bed make room for three sleeping guests, with the possibility to use the sofa for a fourth if desired. Child-friendly with a children's room and crib, as well as amenities such as free Wi-Fi, bathtub, and balcony. <br />About 10 minutes walk to the subway Högdalen and Bandhagen and 15 minutes to the city. Close to grocery stores, the system and lovely parks!",1.0
921746092599431848,2000.0,Hägersten-Liljeholmens,Entire home/apt,2.0,1.5,4,"[""Washer"", ""Hair dryer"", ""Wine glasses"", ""Wifi"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Children's playroom"", ""Shared backyard \u2013 Fully fenced"", ""Courtyard view"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Movie theater"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""BBQ grill"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Bed linens"", ""Cooking basics"", ""Extra pillows and blankets"", ""Single oven"", ""Toaster"", ""Induction stove"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Dedicated workspace"", ""Refrigerator"", ""Dishwasher"", ""Exercise equipment""]",6,7,0,,18.00795,59.30397,"Beautiful three room apartment, Midsommarkransen","In this cosy, newly renovated and well planned apartment you will get comfort and tranquility. <br /><br />From the kitchen and the second bedroom you have a nice view of the shared courtyard, which has seating areas and a big playground. <br /><br />From the master bedroom and dining room you will see the small park ”Julikullen”. <br /><br />The area is calm, filled with parks and small shops (Italian deli, cafés etc). The popular restaurant Gaia is in the same building and there is a cinema 50 metres from the apartment.",
1200126647088753256,1271.0,Hägersten-Liljeholmens,Entire home/apt,1.0,1.0,3,"[""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Host greets you"", ""Wifi"", ""Pets allowed"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Conditioner"", ""Smoke alarm"", ""TV"", ""Hot water"", ""Room-darkening shades"", ""BBQ grill"", ""Shampoo"", ""Bed linens"", ""Outdoor dining area"", ""Dedicated workspace"", ""Shower gel""]",2,14,1,5.0,18.007576666620476,59.30384689403979,Mysig lgh i Midsommarkransen,"Relax in this unique and quiet home in old Midsommarkransen south of Stockholm. In a property from 1912, you will find an apartment that feels cozy and cozy for quiet moments. Apt is 6 minutes to the subway and 2 minutes to the bus stop Majstångsvägen. Walking distance to scenic Vinterviken or walk into Södermalm. Nearby there are several grocery stores and a large selection of restaurants and cafes. At the property's lush courtyard, it is possible to eat dinners and sunbathe.",1.0
32935939,1800.0,Hägersten-Liljeholmens,Entire home/apt,3.0,2.0,5,"[""Clothing storage: closet and dresser"", ""First aid kit"", ""Hangers"", ""Wine glasses"", ""Private patio or balcony"", ""Bathtub"", ""Coffee maker: french press"", ""Wifi"", ""TV with standard cable, Chromecast"", ""Window guards"", ""Sun loungers"", ""Sound system"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Board games"", ""Conditioner"", ""Body soap"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""Piano"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Children\u2019s books and toys"", ""Baking sheet"", ""Fire pit"", ""Oven"", ""Toaster"", ""Blender"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Dedicated workspace"", ""Private backyard \u2013 Not fully fenced"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Paid street parking off premises"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Shower gel""]",7,14,16,4.88,17.99689,59.30307,Three bedroom townhouse in pleasant neighborhood,"Two floor family friendly town house with three bedrooms at Telefonplan, 10 minutes by metro from Stockholm central station.  The house has got three bedrooms, fully equipped kitchen two bathrooms, living room and a 24m2 terrace.",1.0
1002945831049112992,476.0,Farsta,Entire home/apt,1.0,1.0,2,"[""Hair dryer"", ""Wine glasses"", ""Private patio or balcony"", ""Lake access"", ""Wifi"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Fire extinguisher"", ""Cleaning products"", ""Dishes and silverware"", ""Shared beach access"", ""Hot water"", ""Cooking basics"", ""Bed linens"", ""Oven"", ""Induction stove"", ""Toaster"", ""Blender"", ""Books and reading material"", ""Outdoor dining area"", ""Refrigerator"", ""Microwave"", ""Dishwasher""]",3,8,9,4.89,18.09663,59.24338,"Sjönära tvåa, söder om söder.","Welcome to my charming and cozy second, perfect for a relaxing stay. Here you will find an apartment with an open living room and kitchen. In the bedroom, there is a nice double bed for a good night's sleep with big windows with a view of wooden tops. The view of the tree tops also applies to the living room thanks to the balcony's large window. The bathroom is modern and fresh.  The apartment is located in a calm area, a 2 min walk to Farsta center and a 10-minute walk to the lake and nature.",1.0
49985136,1500.0,Norrmalms,Entire home/apt,1.0,1.0,4,"[""TV"", ""Essentials"", ""Heating"", ""Wifi"", ""Shampoo"", ""Cooking basics"", ""Pets allowed""]",1,90,1,5.0,18.03621717342049,59.33729288294912,Furnished 58 m2 restaurant in the heart of city !,The location is right in the heart of the city on the main road between Fridhemsplan and St Eriksplan. St Eriksplan Metro station is 200 meters away and Fridhemsplan(fleminggatan exit) is just 400 meters away. It is in the city and safe for families and an old typical swedish apartment. We offer free wifi and kitchen is fully functional. In the same building there is an Indian Vegan/vegetarian restaurant and we can offer food inside the restaurant for a special price.,1.0
13824132,2100.0,Bromma,Entire home/apt,4.0,2.0,6,"[""Washer"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Private patio or balcony"", ""Smart lock"", ""Bathtub"", ""Stainless steel oven"", ""Wifi"", ""BBQ grill: charcoal"", ""Air conditioning"", ""Cleaning available during stay"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Free parking on premises"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Dryer"", ""Dishes and silverware"", ""Shared beach access"", ""Heating"", ""Hot water"", ""Mini fridge"", ""Cooking basics"", ""Extra pillows and blankets"", ""Toaster"", ""Drying rack for clothing"", ""TV with standard cable"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Siemens induction stove""]",4,1125,6,4.83,17.9135,59.34206,Lovely house in south/west position,"Nice house in popular Bromma on a peaceful and leafy street in Norra Ängby. The house is located 5 minutes from the metro green line which takes you into Stockholm city in 15 min. In addition, through a short walk you can take you to Ängbybadet where there is a slide and sandy beach.<br /><br />The house is in fresh condition, two newly renovated bathrooms, tasteful style, sauna, large country kitchen with kitchen island for nice hang. Cozy terrace facing southwest with sun all day.<br /><br />Garden with trampoline, apple trees, rhubarb, and mint shrubs.",1.0
1094296117975361638,795.0,Södermalms,Private room,1.0,1.0,2,"[""Washer"", ""TV"", ""First aid kit"", ""Lake access"", ""Kitchen"", ""Wifi"", ""Lock on bedroom door""]",1,30,1,1.0,18.03501,59.31816,Mysigt rum på söder (Hornstull),"Here on Södermalm, you are close to everything. Attractions in Stockholm big city. Peaceful and centrally located accommodation. Very quiet street you are not disturbed by any traffic or noise.",0.0
1197635484115660396,1100.0,Skarpnäcks,Entire home/apt,2.0,1.0,4,"[""First aid kit"", ""TV"", ""Dedicated workspace"", ""Lake access"", ""Paid parking on premises"", ""Kitchen"", ""Keypad"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Smoke alarm""]",1,365,2,4.5,18.1201663,59.2836124,Ljus naturnära vid skog & metro!,"Very good location with the Nacka Reserve just around the corner, a 3 minute walk to Kärrtorp city center, subway and a minute to Kärrtorps Idrottsplats. <br /><br />Nice 3rd at the top of the house. Wake up to birds chirping from the forest and enjoy the evening sun on the large balcony in the southwest!<br />Kitchen with new appliances and seats 4-6 people<br /><br />Two equal bedrooms; one with a bunk bed and the other has luxurious and comfortable double bed (180 cm). <br /><br />Walking distance 15 minutes to the swimming lake Söderbysjön, golf course and Hellasgården.",
19597654,2550.0,Enskede-Årsta-Vantörs,Entire home/apt,3.0,1.0,6,"[""Washer"", ""First aid kit"", ""Hangers"", ""Wine glasses"", ""Lockbox"", ""Indoor fireplace"", ""Barbecue utensils"", ""Paid parking lot on premises \u2013 1 space"", ""Wifi"", ""Air conditioning"", ""Window guards"", ""Sound system"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Board games"", ""Body soap"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Dryer"", ""Dishes and silverware"", ""Hot water kettle"", ""Free driveway parking on premises \u2013 1 space"", ""Ethernet connection"", ""Outdoor playground"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""BBQ grill"", ""Clothing storage"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Toaster"", ""Blender"", ""Bikes"", ""Drying rack for clothing"", ""Books and reading material"", ""TV with standard cable"", ""Outdoor dining area"", ""Portable fans"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Shower gel"", ""Backyard"", ""Coffee maker""]",4,20,2,5.0,18.06282997131348,59.28993988037109,"Lovely house in Stockholm, near City, Archipelago","Dear Guests,<br />Our house is located in beatiful surroundings in Enskede Gård, close to everything. <br />Just 5 minutes walk to Enskede Gård Metro station and the metro take you to city within 15 min.<br />The house is 134 square meters on 2 floors. <br />Free parking. <br />You have a bakery / café just a few meters from the door and a restaurant just a few minutes away. <br />One of the bakeries was recommended in an ad in ""New York Times"" about things not to be missed in Stockholm :)<br />Tennishall and golf course near by",1.0
10222510,1619.0,Södermalms,Entire home/apt,0.0,1.0,2,"[""Washer"", ""Hair dryer"", ""Hangers"", ""Lockbox"", ""High chair"", ""Wifi"", ""Iron"", ""Essentials"", ""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid parking off premises"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Bed linens"", ""Stove"", ""Oven"", ""TV with standard cable"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Self check-in"", ""Coffee maker""]",2,90,445,4.73,18.07209,59.32497,Charming Old Town Studio flat - IRMELI,"Prime location in the heart of Stockholm, in the Old Town around the corner from the Royal Palace, Nobel Museum, world class restaurants, and the Djurgården ferry.<br /><br />Compact but cleverly furnished and well equipped studio apartment of 27 m2. <br /><br />Ideal for a couple or friends sharing.",1.0
596970408940224246,1200.0,Hägersten-Liljeholmens,Entire home/apt,2.0,1.0,4,"[""Hair dryer"", ""Hangers"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Wine glasses"", ""High chair"", ""55 inch HDTV with Apple TV, HBO Max, Netflix"", ""Lake access"", ""Private patio or balcony"", ""Host greets you"", ""Single level home"", ""Bathtub"", ""Fast wifi \u2013 105 Mbps"", ""Luggage dropoff allowed"", ""Electrolux stainless steel oven"", ""Pets allowed"", ""Radiant heating"", ""Babysitter recommendations"", ""Iron"", ""Essentials"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Board games"", ""Children's playroom"", ""Conditioner"", ""Body soap"", ""Smoke alarm"", ""Outdoor furniture"", ""Waterfront"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Beach essentials"", ""Outdoor playground"", ""Hot water"", ""Room-darkening shades"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Bed linens"", ""Baking sheet"", ""Extra pillows and blankets"", ""Electrolux stainless steel induction stove"", ""Toaster"", ""Blender"", ""Borsch refrigerator"", ""Drying rack for clothing"", ""Books and reading material"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Central heating"", ""Children\u2019s dinnerware"", ""Paid street parking off premises"", ""Dishwasher"", ""Valley view"", ""Shower gel"", ""SONOS Bluetooth sound system"", ""Coffee maker""]",2,10,35,4.8,17.99931,59.31272,"Bright & designed apt, close to lake and the city","In the beautiful suburb of Gröndal, next to Lake Mälaren, you find this personal, vintage-furnished apartment. The bathroom and main parts of the kitchen are newly renovated in tasteful colors - but the building is from -47. <br />I takes only 10 min to get to Södermalm, described as Stockholm's hottest neighbourhood with a myriad of restaurants, fashion- and design shops. And you have a short 5 min walk to a fresh swim in lake Mälaren with great restaurants/cafés nearby.",1.0
941672653067369647,1300.0,Skarpnäcks,Entire home/apt,2.0,1.5,4,"[""Washer"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Baby bath - always at the listing"", ""Wine glasses"", ""Private patio or balcony"", ""Host greets you"", ""Wifi"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Iron"", ""Essentials"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Changing table - always at the listing"", ""Kitchen"", ""Freezer"", ""Coffee"", ""Children's playroom"", ""Conditioner"", ""Body soap"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Outdoor furniture"", ""Cleaning products"", ""Dishes and silverware"", ""50 inch HDTV with HBO Max, Netflix"", ""Room-darkening shades"", ""Shampoo"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Bed linens"", ""Baking sheet"", ""Extra pillows and blankets"", ""Oven"", ""Standalone high chair - always at the listing"", ""Induction stove"", ""Toaster"", ""Blender"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Dedicated workspace"", ""Paid parking on premises"", ""Central heating"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Dishwasher"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Shower gel""]",5,729,4,5.0,18.09505,59.29491,Charming space with patio close to city center,"Bright, newly renovated apartment perfect for families or couples. <br /><br />Open layout with a well-equipped kitchen, dining area for 6, and a living room leading to a private patio. Two bedrooms: one with a double bed, the other with a flexible single/double option. Two bathrooms: one guest and one with a shower and washing machine. <br /><br />Close to Skärmarbrink metro and Nacka nature reserve. Local amenities within walking distance. Enjoy a calm and charming area, just minutes away from central Stockholm.",1.0
736872702374329513,1500.0,Bromma,Entire home/apt,3.0,3.0,5,"[""Washer"", ""High chair"", ""Wifi"", ""Pets allowed"", ""Kitchen"", ""Free parking on premises"", ""Outdoor furniture"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Garden view"", ""Dishes and silverware"", ""Children\u2019s books and toys"", ""Bay view"", ""Park view"", ""Outdoor dining area"", ""Refrigerator"", ""Backyard"", ""Coffee maker""]",4,21,1,4.0,17.96366,59.33943,Barnvänlig lägenhet i slottsmiljö,"Relax with the whole family in this peaceful home next to Ulvsunda Castle. Here you live in a cozy little townhouse in a castle park close to both the cross track and the metro. Nearby you will find forest and lake where you can exercise and swim. About 10 minutes away you will find the metro's green line that takes you directly into the center of Stockholm. The townhouse has a nice entrance, three bedrooms, a living room, a kitchen and two bathrooms. If you wish, there is also a guest parking for a car. Wireless internet is included.",
1158489383204565645,2200.0,Älvsjö,Entire home/apt,3.0,1.0,7,"[""Washer"", ""First aid kit"", ""Hangers"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Standalone high chair"", ""Wine glasses"", ""Lake access"", ""Indoor fireplace"", ""Bathtub"", ""Wifi"", ""Children\u2019s bikes"", ""Sauna"", ""Pets allowed"", ""Sound system"", ""Iron"", ""Dining table"", ""Kitchen"", ""Freezer"", ""Board games"", ""Conditioner"", ""Body soap"", ""Smoke alarm"", ""Outdoor furniture"", ""Fire extinguisher"", ""Waterfront"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Beach essentials"", ""Outdoor playground"", ""Heating"", ""Hot water"", ""Room-darkening shades"", ""BBQ grill"", ""Shampoo"", ""Baby safety gates"", ""Bed linens"", ""Cooking basics"", ""Extra pillows and blankets"", ""Stove"", ""Baking sheet"", ""Oven"", ""Toaster"", ""Blender"", ""Books and reading material"", ""Dedicated workspace"", ""Outdoor dining area"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Bread maker"", ""Beach access \u2013 Beachfront"", ""Dishwasher"", ""Free street parking"", ""Exercise equipment"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Coffee maker""]",5,28,0,,17.9670824,59.2775663,Villa från 1949 i Herrängen,"Welcome to our charming house from 1949! Perfect for a family with children who want to come to a home where everything is located! The house is only a 12 minute walk from Fruängens subway, in southern Stockholm. Our house is located in a quiet residential area with a lake and a beach at walking distance. The house has three patios and our garden is adjacent to a common area where the trampoline is located. You have access to three bedrooms, a bathroom, a sauna, two toilets, a large kitchen with a dining room and a living room with a sofa bed.",
1027458869537442395,1400.0,Norrmalms,Entire home/apt,2.0,2.0,3,"[""Washer"", ""First aid kit"", ""Portable heater"", ""Fast wifi \u2013 270 Mbps"", ""Essentials"", ""Bluetooth sound system"", ""Kitchen"", ""Freezer"", ""Board games"", ""Children's playroom"", ""Smoke alarm"", ""Fire extinguisher"", ""Dryer"", ""TV"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water"", ""Room-darkening shades"", ""Gas stove"", ""Clothing storage"", ""Cooking basics"", ""Bed linens"", ""Children\u2019s books and toys"", ""Oven"", ""Toaster"", ""Drying rack for clothing"", ""Central heating"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Exercise equipment"", ""Coffee maker""]",4,10,23,4.65,18.058747351169583,59.33563026845334,Superflat 20m from main street,"The perfect place 20 meters from mainstreet (Drottninggatan).<br />5 minutes walk from train station and airport shuttle.<br /><br />This apartment i specially perfect for famiies with kids.<br /><br />Playroom, playstation 4, IPTV box with all tv channels in 5g wifi speed.",0.9090909090909091
